"164";"INSS Normal Maternidade";"INSS Norm Mat.";no;2;yes;3;1;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1164;0;105;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 33                                                                  3";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"165";"INSS Maternidade Retido";"INSS Mater Ret";no;2;yes;3;1;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";9511;0;113;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 33                                                                  3";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"166";"Salario Maternidade INSS";"Sal.Matern INSS";no;2;yes;3;1;1;3;1;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1166;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 33                  n                                               3";"   00000000                            00001100NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;11;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"168";"Hrs Prorrog Sal Maternid";"Hr Pro Sa Mat";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1200;0;180;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"169";"Hrs Prorro Sal Maternidade Not";"Hr Pror Sal Mat";no;1;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1201;0;181;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"170";"Adic. Prorrog Sal Maternidade";"Ad Pror Sal Mat";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1202;0;182;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"171";"Hrs Salario Maternidade";"Hr Salar Matern";no;1;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1171;0;4;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";14/12/21;"151550";" 11   n              n                                3             N3";"   00005000                            21111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";21;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"172";"Hrs Salario Maternidade Not.";"Hr Sal Mat Not";no;1;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1172;0;10;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  3";"                                       21111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";21;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"173";"Adic. Salario Maternidade .";"Adic.Sal.Matern";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1173;0;64;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  3";"                                       21111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";21;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"174";"Hrs Salario Paternidade";"Hr Salar Patern";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1174;0;5;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                  n                                               1";"   00008848                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"175";"Salario Maternidade - Empresa";"Sal.Matern Empr";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1175;0;83;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"4050";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"177";"Hrs Servico Militar";"Hr Serv Militar";no;1;yes;1;1;2;3;1;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1177;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";31/03/22;"090230";" 33                  n                                              N3";"   00000000                            00001100NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"9905";0;11;0;0;no;no;no;no;"3";yes;yes;?;?;0;0;0;0;0;1;0
"180";"Hrs Afastam Acidente (Empresa)";"Hr Af Acid Empr";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";1180;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9932";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"181";"Hrs Afastam Acidente (INSS)";"Hr Af Acid INSS";no;1;yes;1;1;2;3;1;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1181;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 33                  n                                              N3";"   00000000                            00001100NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;11;0;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"183";"Hrs Afastam Doenca (Empresa)";"Hr Af Doen Empr";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1183;0;186;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11   s              s                                              N1";"   00009933                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9933";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"184";"Hrs Afastam Doenca (INSS)";"Hr Af Doen INSS";no;1;yes;1;1;2;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1184;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 33   n              n                N              N              N3";"   00000000                            00000000NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"185";"Reclusao";"Reclusao";no;1;yes;3;1;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1185;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 33   n              n                                              N3";"   00000000                            00000000NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"191";"Pensao Alimenticia RRA";"Pensão";no;2;yes;3;1;1;3;3;3;3;2;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";191;0;185;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 33                  s                                               3";"   00000000                            00000000NNNN300000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"201";"Hrs Faltas Justific Diurnas";"Hr Flt Just Diu";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"001";"";201;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9209";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"202";"Atestado (Dia)";"Atestado (Dia)";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";202;0;0;1;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11   s              s                                               1";"   00005040                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"203";"Atestado (Dia)";"Atestado (Dia)";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"001";"";203;0;0;1;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11   s              s                                               1";"   00005040                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"204";"Hrs Faltas Justific Noturnas";"Hr Flt Just Not";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"003";"";204;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9209";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"205";"Atestado (Horas)";"Atestado (Hrs)";no;1;yes;1;1;2;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";204;0;0;1;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 11   n              n                                               1";"   00005011                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"206";"Faltas (Diurnas)";"Faltas (Diu)";no;1;yes;2;5;3;2;2;2;2;2;3;3;3;2;4;"";"";3;3;3;3;3;3;no;1;"";"";206;0;0;1;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 22   s              s                               N              N2";"   00011550                            00001111NNNN200000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9209";11;11;11;0;no;no;no;no;"2";yes;yes;?;?;0;0;0;0;0;1;0
"207";"Faltas Ruricolas";"Faltas Ruricola";no;1;no;3;5;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";207;0;0;1;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";06/04/22;"091143";" 33   n              n                N              N3             N3";"   00011550                            00000000NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"209";"Faltas (Noturnas)";"Faltas (Not)";no;1;yes;2;5;3;2;2;2;2;2;3;2;3;2;4;"";"";3;3;3;3;3;3;no;1;"";"";209;0;0;1;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091946";" 22   s              s                                               2";"   00011550                            00001111NNNN200000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9209";11;11;11;0;no;no;no;no;"2";yes;yes;?;?;0;0;0;0;0;1;0
"210";"Hrs Jornada Incompleta";"HR Jor Incomp";no;1;yes;2;1;1;2;2;2;2;2;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";210;0;124;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091947";" 22                  n                                               2";"   00010700                            11111111NNNN200000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9209";11;11;11;11;no;no;no;no;"2";yes;no;?;?;0;0;0;0;0;1;0
"211";"Hrs Diferenca Diurnas";"Hrs Dif Diu";no;1;yes;3;5;3;2;2;2;2;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";211;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"contabil";11/07/23;"120604";" 22   n              n                 2             N2             N2";"   00011550                            00001111NNNN200000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"9209";11;11;0;11;no;no;no;no;"2";yes;yes;?;?;0;0;0;0;0;1;0
"212";"Hrs Diferenca Noturnas";"Hrs Dif Not";no;1;yes;3;5;3;2;2;2;2;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";212;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"contabil";11/07/23;"120614";" 22   n              n                N2             N2             N2";"   00011550                            00001111NNNN200000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"9209";11;11;0;11;no;no;no;no;"2";yes;yes;?;?;0;0;0;0;0;1;0
"215";"Previsao Desconto Ferias";"Prev Desc Fer";no;2;yes;2;1;1;3;3;3;3;2;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";215;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091947";" 33                                                                  3";"                                       00000000NNNN200000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"2";yes;no;?;?;0;0;0;0;0;1;0
"217";"Devolucao Previsao Desconto";"Devol Prev Desc";no;2;yes;1;1;1;3;3;3;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";217;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091947";" 33                                                                  3";"                                       00000000NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"218";"Recesso Estagio - Vencido";"Reces Estag Ven";no;3;yes;1;1;1;3;3;1;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5233;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091947";" 31  Ss              s                                               3";"   00006502                            00110000NNNN100000N";?;?;no;no;0;0;1;0;no;3;2;3;3;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;11;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"219";"Recesso Estagio - Proporcional";"Reces Estag Pro";no;3;yes;1;1;1;3;3;1;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5230;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091947";" 31  Ss              s                                               3";"   00006501                            00110000NNNN100000N";?;?;no;no;0;0;1;0;no;3;2;3;3;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;11;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"220";"Recesso Estagio";"Recesso Estágio";no;3;yes;1;1;1;3;3;1;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1001;0;159;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"T";yes;1;1;1;1;"gmoreno";15/02/21;"091947";" 31                                                                  3";"                                       00110000NNNN100000N";?;?;no;no;0;0;1;0;no;3;2;3;3;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;11;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"221";"Ferias Normais";"Ferias Normais";no;3;yes;1;2;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5221;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";13/01/23;"164844";" 11  Ss              s                                1             N1";"   00009580                            11131111NNNN100000N  ";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1020";0;0;13;11;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"222";"Ferias Adicionais";"Ferias Adiciona";no;2;yes;1;2;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5222;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";18/01/23;"112531";" 11  Ss              s                                1             N1";"   00009580                            11131111NNNN100000N  ";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1020";0;0;13;11;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"224";"Ferias Abono";"Ferias Abono";no;3;yes;1;2;1;3;3;6;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5224;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";04/11/22;"140205";" 31  Sn              n                                               3";"                                       00750000NNNN100000N  ";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1023";0;0;75;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"225";"Ferias 1/3 Aviso Indenizado";"Ferias1/3Av Ind";no;2;yes;1;2;1;1;1;3;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5225;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";21/06/23;"093700";" 11  Sn              n                                1             N1";"   00000000                            11131111NNNN100000N    ";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";11;11;0;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"226";"Ferias Abono Adicionais";"Fer Abono Adic";no;2;yes;1;2;1;3;3;6;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5226;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";04/11/22;"140216";" 31  S               n                                               3";"                                       00750000NNNN100000N  ";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1023";0;0;75;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"227";"Ferias 1/3";"Ferias 1/3";no;2;yes;1;2;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5227;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";13/01/23;"164852";" 11  Ss              s                                1             N1";"   00009580                            11131111NNNN100000N  ";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1020";0;0;13;11;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"228";"Ferias Prop. Adic s/Aviso Ind.";"F.Prop.Adi.Av.I";no;2;yes;1;2;1;3;3;3;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5228;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";21/06/23;"093402";" 31  Sn              n                                3             N3";"   00000000                            00130000NNNN100000N    ";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"229";"Ferias 1/3 sobre Abono";"Ferias 1/3 Abon";no;2;yes;1;2;1;3;3;6;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5229;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091947";" 31  Sn              n                                               3";"                                       00750000NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1023";0;0;75;0;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"230";"Ferias Proporcionais";"Ferias  Proporc";no;3;yes;1;2;1;3;3;3;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";5230;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"toliveira";11/07/23;"084250";" 31  Ss              s                                3             N3";"   00006500                            00130000NNNN100000N  ";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"6006";0;0;79;0;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
